 0> t_0 : loss : 0.10536 gap : 0.001513047842308879 local_gap 0.001513047842308879
 0> t_1 : loss : 0.09261 gap : 0.001308330218307674 local_gap 0.001103612594306469
 0> t_2 : loss : 0.09583 gap : 0.0008602254674769938 local_gap 0.0012723462423309684
 0> t_3 : loss : 0.10258 gap : 0.000561955792363733 local_gap 0.0013875976437702775
 0> t_4 : loss : 0.10786 gap : 0.00038167237653397024 local_gap 0.0013464060612022877
 0> t_5 : loss : 0.10986 gap : 0.0002923994034063071 local_gap 0.001372723956592381
 0> t_6 : loss : 0.09225 gap : 0.000228276097914204 local_gap 0.00130553322378546
 0> t_7 : loss : 0.10688 gap : 0.0002028737508226186 local_gap 0.0013947138795629144
 0> t_8 : loss : 0.09224 gap : 0.00015691266162320971 local_gap 0.0012093402910977602
 0> t_9 : loss : 0.10519 gap : 0.00015166576486080885 local_gap 0.0013597450451925397
 0> t_10 : loss : 0.09758 gap : 0.00012436372344382107 local_gap 0.0012163352221250534
 0> t_11 : loss : 0.10584 gap : 0.00013117353955749422 local_gap 0.001449718838557601
 0> t_12 : loss : 0.09890 gap : 0.00011769885168178007 local_gap 0.00139891158323735
 0> t_13 : loss : 0.10941 gap : 0.00010992241732310504 local_gap 0.0014212150126695633
 0> t_14 : loss : 0.09556 gap : 9.268709254683927e-05 local_gap 0.0012803840218111873
 0> t_15 : loss : 0.09912 gap : 9.59730678005144e-05 local_gap 0.0014428819995373487
 0> t_16 : loss : 0.14518 gap : 0.00010986585402861238 local_gap 0.0017717464361339808
 0> t_17 : loss : 0.14774 gap : 0.00010567752178758383 local_gap 0.0017923294799402356
 0> t_18 : loss : 0.14669 gap : 9.813169162953272e-05 local_gap 0.0017588246846571565
 0> t_19 : loss : 0.14658 gap : 9.340715769212693e-05 local_gap 0.001770011498592794
 0> t_20 : loss : 0.14651 gap : 9.046067134477198e-05 local_gap 0.0018062669551
 0> t_21 : loss : 0.15183 gap : 8.54676472954452e-05 local_gap 0.001789827598258853
 0> t_22 : loss : 0.14662 gap : 8.155708928825334e-05 local_gap 0.001790345530025661
 0> t_23 : loss : 0.14683 gap : 7.746308256173506e-05 local_gap 0.0017775569576770067
 0> t_24 : loss : 0.18913 gap : 8.026975410757586e-05 local_gap 0.0019292808137834072
 0> t_25 : loss : 0.19136 gap : 7.714542152825743e-05 local_gap 0.0019255114020779729
 0> t_26 : loss : 0.19385 gap : 7.414216815959662e-05 local_gap 0.0019246931187808514
 0> t_27 : loss : 0.19429 gap : 7.10242529748939e-05 local_gap 0.0019145369296893477
 0> t_28 : loss : 0.19166 gap : 6.848881457699463e-05 local_gap 0.0019151512533426285
 0> t_29 : loss : 0.18875 gap : 6.661954830633476e-05 local_gap 0.001930097583681345
 0> t_30 : loss : 0.18994 gap : 6.417470285668969e-05 local_gap 0.0019227963639423251
 0> t_31 : loss : 0.18886 gap : 6.140005280030891e-05 local_gap 0.0019006269285455346
 0> t_32 : loss : 0.13311 gap : 4.724556129076518e-05 local_gap 0.001497703487984836
 0> t_33 : loss : 0.12246 gap : 4.19031384808477e-05 local_gap 0.0013774611288681626
 0> t_34 : loss : 0.12505 gap : 4.293555684853345e-05 local_gap 0.00146084139123559
 0> t_35 : loss : 0.13066 gap : 4.028241892228834e-05 local_gap 0.0014072314370423555
 0> t_36 : loss : 0.13493 gap : 4.1764582420000806e-05 local_gap 0.0015050071524456143
 0> t_37 : loss : 0.12170 gap : 3.5944878618465737e-05 local_gap 0.0013319940771907568
 0> t_38 : loss : 0.13060 gap : 3.708114672917873e-05 local_gap 0.0014125376474112272
 0> t_39 : loss : 0.13488 gap : 3.7891972169745713e-05 local_gap 0.0014785976381972432
 0> t_40 : loss : 0.12045 gap : 3.729326635948382e-05 local_gap 0.0014911319594830275
 0> t_41 : loss : 0.11105 gap : 3.2136798836290836e-05 local_gap 0.001312452252022922
 0> t_42 : loss : 0.11764 gap : 3.303393168607727e-05 local_gap 0.0013883223291486502
 0> t_43 : loss : 0.11245 gap : 3.149129042867571e-05 local_gap 0.001352582941763103
 0> t_44 : loss : 0.09179 gap : 2.5965655368054286e-05 local_gap 0.0011369632557034492
 0> t_45 : loss : 0.11706 gap : 3.244361141696572e-05 local_gap 0.0014664405025541782
 0> t_46 : loss : 0.12272 gap : 3.210781505913474e-05 local_gap 0.0014766238164156675
 0> t_47 : loss : 0.11707 gap : 3.031609048775863e-05 local_gap 0.0014230645028874278
 0> t_48 : loss : 0.11164 gap : 3.0080755095696077e-05 local_gap 0.0014436409110203385
 0> t_49 : loss : 0.10996 gap : 2.923971442214679e-05 local_gap 0.0014319049660116434
 0> t_50 : loss : 0.11815 gap : 3.0033226721570827e-05 local_gap 0.0015024548629298806
 0> t_51 : loss : 0.11032 gap : 2.4903312805690803e-05 local_gap 0.001264939084649086
 0> t_52 : loss : 0.11095 gap : 2.611996023915708e-05 local_gap 0.0013594545889645815
 0> t_53 : loss : 0.11396 gap : 2.6424302632221952e-05 local_gap 0.001400792389176786
 0> t_54 : loss : 0.10033 gap : 2.3067075744620524e-05 local_gap 0.001242264872416854
 0> t_55 : loss : 0.10709 gap : 2.234982639492955e-05 local_gap 0.0012285232078284025
 0> t_56 : loss : 0.11488 gap : 2.669563218660187e-05 local_gap 0.001499301171861589
 0> t_57 : loss : 0.10694 gap : 2.26685206143884e-05 local_gap 0.0012880784925073385
 0> t_58 : loss : 0.10630 gap : 2.3161122953752056e-05 local_gap 0.0013438377063721418
 0> t_59 : loss : 0.10023 gap : 2.1759229639428668e-05 local_gap 0.0012823926517739892
 0> t_60 : loss : 0.10532 gap : 2.18581499211723e-05 local_gap 0.0013115879846736789
 0> t_61 : loss : 0.10676 gap : 2.32782094826689e-05 local_gap 0.001421390799805522
 0> t_62 : loss : 0.10605 gap : 1.9424333004280925e-05 local_gap 0.0012004547752439976
 0> t_63 : loss : 0.10297 gap : 2.20171259570634e-05 local_gap 0.0013896716991439462
 0> t_64 : loss : 0.10079 gap : 2.054208562185522e-05 local_gap 0.001313218381255865
 0> t_65 : loss : 0.10469 gap : 2.1365058273659088e-05 local_gap 0.0013895517913624644
 0> t_66 : loss : 0.10673 gap : 1.9455801520962268e-05 local_gap 0.0012821736745536327
 0> t_67 : loss : 0.10918 gap : 2.022082480834797e-05 local_gap 0.0013555602636188269
 0> t_68 : loss : 0.10815 gap : 2.2019241441739723e-05 local_gap 0.001499106758274138
 0> t_69 : loss : 0.09886 gap : 1.962463829840999e-05 local_gap 0.0013517054030671716
 0> t_70 : loss : 0.10529 gap : 1.752019852574449e-05 local_gap 0.0012243095552548766
 0> t_71 : loss : 0.10387 gap : 1.7586058675078675e-05 local_gap 0.0012486760970205069
 0> t_72 : loss : 0.15136 gap : 2.4401768314419314e-05 local_gap 0.0017637429991737008
