,Iteration,Loss,Gap,Accuracy,F1,Precision,Recall
0,0.0,1.4188919067382812,12.954568862915039,0.007246376811594203,0.014382542569019672,0.9456521739130435,0.007246376811594203
1,1.0,0.7014713287353516,0.5807607173919678,1.0,1.0,1.0,1.0
2,2.0,0.14598433673381805,0.07167010754346848,1.0,1.0,1.0,1.0
3,3.0,0.17234782874584198,0.052653491497039795,1.0,1.0,1.0,1.0
4,4.0,0.11894246935844421,1.0113633871078491,1.0,1.0,1.0,1.0
5,5.0,0.8961440324783325,1.7725434303283691,0.0,0.0,0.0,0.0
6,6.0,0.35966649651527405,0.5521374344825745,1.0,1.0,1.0,1.0
7,7.0,0.382622629404068,1.3001151084899902,1.0,1.0,1.0,1.0
8,8.0,0.16107586026191711,0.48943814635276794,1.0,1.0,1.0,1.0
9,9.0,0.15241923928260803,0.3271125555038452,1.0,1.0,1.0,1.0
10,10.0,0.055933449417352676,0.14350494742393494,1.0,1.0,1.0,1.0
11,11.0,0.12055127322673798,0.22233057022094727,1.0,1.0,1.0,1.0
12,12.0,0.05865154415369034,0.1358739584684372,1.0,1.0,1.0,1.0
13,13.0,0.02950894832611084,0.3132462501525879,1.0,1.0,1.0,1.0
14,14.0,0.4803462326526642,1.0087064504623413,1.0,1.0,1.0,1.0
15,15.0,0.20515455305576324,0.8115648031234741,1.0,1.0,1.0,1.0
16,16.0,0.14727915823459625,0.5442953109741211,1.0,1.0,1.0,1.0
17,17.0,0.07892926037311554,0.16995728015899658,1.0,1.0,1.0,1.0
18,18.0,0.039921604096889496,0.14599478244781494,1.0,1.0,1.0,1.0
19,19.0,0.04129407927393913,0.09413174539804459,1.0,1.0,1.0,1.0
20,20.0,0.0283750519156456,0.02062276005744934,1.0,1.0,1.0,1.0
21,21.0,0.034995291382074356,0.10142537206411362,1.0,1.0,1.0,1.0
22,22.0,0.02269134484231472,0.11585569381713867,1.0,1.0,1.0,1.0
23,23.0,0.038502153009176254,0.13580797612667084,1.0,1.0,1.0,1.0
24,24.0,0.03391767293214798,0.16360780596733093,1.0,1.0,1.0,1.0
25,25.0,0.024443738162517548,0.01880696974694729,1.0,1.0,1.0,1.0
26,26.0,0.024488920345902443,0.07558885961771011,1.0,1.0,1.0,1.0
27,27.0,0.03639984130859375,0.0520751029253006,1.0,1.0,1.0,1.0
28,28.0,0.02521647699177265,0.040440164506435394,0.9565217391304348,0.9352657004830918,0.9149338374291115,0.9565217391304348
29,29.0,0.012199796736240387,0.3536049425601959,0.9565217391304348,0.9352657004830918,0.9149338374291115,0.9565217391304348
30,30.0,0.07131696492433548,0.1610347330570221,0.9565217391304348,0.9352657004830918,0.9149338374291115,0.9565217391304348
31,31.0,0.03974555805325508,0.1349675953388214,0.9565217391304348,0.9352657004830918,0.9149338374291115,0.9565217391304348
32,32.0,0.08944610506296158,0.4710145890712738,0.9565217391304348,0.9352657004830918,0.9149338374291115,0.9565217391304348
33,33.0,0.026391809806227684,0.16448695957660675,0.9565217391304348,0.9352657004830918,0.9149338374291115,0.9565217391304348
34,34.0,0.028805863112211227,0.07394266873598099,0.9565217391304348,0.9352657004830918,0.9149338374291115,0.9565217391304348
35,35.0,0.020977681502699852,0.037422165274620056,0.9565217391304348,0.9352657004830918,0.9149338374291115,0.9565217391304348
36,36.0,0.12239780277013779,0.02858738601207733,0.9565217391304348,0.9352657004830918,0.9149338374291115,0.9565217391304348
37,37.0,0.2780314087867737,0.39716699719429016,1.0,1.0,1.0,1.0
38,38.0,0.2996755838394165,0.3587184250354767,1.0,1.0,1.0,1.0
39,39.0,0.5747799873352051,0.7725640535354614,1.0,1.0,1.0,1.0
40,40.0,0.10067816823720932,0.2623646855354309,1.0,1.0,1.0,1.0
41,41.0,0.1493379920721054,0.09406733512878418,1.0,1.0,1.0,1.0
42,42.0,0.12579873204231262,0.066131591796875,1.0,1.0,1.0,1.0
43,43.0,0.01924891769886017,0.3815305233001709,1.0,1.0,1.0,1.0
44,44.0,0.171836256980896,0.5478677153587341,1.0,1.0,1.0,1.0
45,45.0,0.09168926626443863,0.4730494022369385,1.0,1.0,1.0,1.0
46,46.0,0.12794840335845947,0.6216408610343933,0.9420289855072463,0.9139087172831495,0.8874186095358119,0.9420289855072463
47,47.0,0.062041379511356354,0.2147989124059677,0.9420289855072463,0.9139087172831495,0.8874186095358119,0.9420289855072463
48,48.0,0.07821193337440491,0.2947207987308502,0.9420289855072463,0.9139087172831495,0.8874186095358119,0.9420289855072463
49,49.0,0.04426204785704613,0.1224437728524208,0.9420289855072463,0.9139087172831495,0.8874186095358119,0.9420289855072463
50,50.0,0.04069003090262413,0.05327029153704643,0.9420289855072463,0.9139087172831495,0.8874186095358119,0.9420289855072463
51,51.0,0.0373707041144371,0.03948860988020897,0.9420289855072463,0.9139087172831495,0.8874186095358119,0.9420289855072463
52,52.0,0.03846236318349838,0.04415097087621689,0.9420289855072463,0.9139087172831495,0.8874186095358119,0.9420289855072463
53,53.0,0.026881635189056396,0.05519071966409683,0.9420289855072463,0.9139087172831495,0.8874186095358119,0.9420289855072463
54,54.0,0.3208414316177368,0.029301993548870087,0.9420289855072463,0.9139087172831495,0.8874186095358119,0.9420289855072463
55,55.0,0.025648079812526703,0.03164740651845932,0.9637681159420289,0.945986416385903,0.9288489813064481,0.9637681159420289
56,56.0,0.3729577660560608,0.37270084023475647,0.9637681159420289,0.945986416385903,0.9288489813064481,0.9637681159420289
57,57.0,0.4734242260456085,0.1410420686006546,0.9637681159420289,0.945986416385903,0.9288489813064481,0.9637681159420289
