0> t_0 : loss : 5.45419 gap : 0.05081678926944733 local_gap 0.05081678926944733
 0> t_1 : loss : 1.98741 gap : 0.03463566675782204 local_gap 0.019071029499173164
 0> t_2 : loss : 0.63989 gap : 0.01551083754748106 local_gap 0.012629172764718533
 0> t_3 : loss : 0.61357 gap : 0.00797616969794035 local_gap 0.016763558611273766
 0> t_4 : loss : 1.35158 gap : 0.004891661461442709 local_gap 0.016482139006257057
 0> t_5 : loss : 0.01466 gap : 0.0011133832158520818 local_gap 0.001998576568439603
 0> t_6 : loss : 0.19764 gap : 0.0013324795290827751 local_gap 0.008213973604142666
 0> t_7 : loss : 0.05523 gap : 0.0004347639041952789 local_gap 0.0023046291898936033
 0> t_8 : loss : 0.00670 gap : 9.038366260938346e-05 local_gap 0.00043403866584412754
 0> t_9 : loss : 0.10672 gap : 0.00034860981395468116 local_gap 0.003414581995457411
 0> t_10 : loss : 0.18139 gap : 0.000657030614092946 local_gap 0.006878726650029421
 0> t_11 : loss : 0.04502 gap : 0.0002086237509502098 local_gap 0.0018768614390864968
 0> t_12 : loss : 0.01622 gap : 0.0001385372452205047 local_gap 0.0015923605533316731
 0> t_13 : loss : 0.04405 gap : 0.00021373909839894623 local_gap 0.002934507094323635
 0> t_14 : loss : 0.01694 gap : 6.275988562265411e-05 local_gap 0.0007276592077687383
 0> t_15 : loss : 0.03813 gap : 0.0001855098089436069 local_gap 0.0029053969774395227
 0> t_16 : loss : 0.00865 gap : 9.891078661894426e-05 local_gap 0.0014959735563024879
 0> t_17 : loss : 0.07057 gap : 0.00015941164747346193 local_gap 0.002770498860627413
 0> t_18 : loss : 0.00288 gap : 3.054337503272109e-05 local_gap 0.0004209125181660056
 0> t_19 : loss : 0.02163 gap : 5.5156240705400705e-05 local_gap 0.0010836375877261162
 0> t_20 : loss : 0.02422 gap : 6.149467662908137e-05 local_gap 0.001237928052432835
 0> t_21 : loss : 0.00867 gap : 4.9280293751508e-05 local_gap 0.0010496462928131223
 0> t_22 : loss : 0.02976 gap : 8.718297613086179e-05 local_gap 0.0019559282809495926
 0> t_23 : loss : 0.00273 gap : 1.92879160749726e-05 local_gap 0.000407526851631701
 0> t_24 : loss : 0.00150 gap : 1.4244890735426452e-05 local_gap 0.0003499378508422524
 0> t_25 : loss : 0.00614 gap : 1.9121751392958686e-05 local_gap 0.0004914007149636745
 0> t_26 : loss : 0.00366 gap : 1.4015021406521555e-05 local_gap 0.00036241961061023176
 0> t_27 : loss : 0.00117 gap : 6.663183285127161e-06 local_gap 0.00017376664618495852
 0> t_28 : loss : 0.00962 gap : 2.0042643882334232e-05 local_gap 0.0005745734670199454
 0> t_29 : loss : 0.02122 gap : 3.0378232622751966e-05 local_gap 0.0008913043420761824
 0> t_30 : loss : 0.01374 gap : 3.0058963602641597e-05 local_gap 0.0009014496463350952
 0> t_31 : loss : 0.00711 gap : 2.9017479391768575e-05 local_gap 0.0009060530574060977
 0> t_32 : loss : 0.02572 gap : 3.548819222487509e-05 local_gap 0.001144594163633883
 0> t_33 : loss : 0.02934 gap : 1.3065049643046223e-05 local_gap 0.0004088249697815627
 0> t_34 : loss : 0.01462 gap : 2.966318243124988e-05 local_gap 0.0010251463390886784
 0> t_35 : loss : 0.06284 gap : 3.8986370782367885e-05 local_gap 0.0013906201347708702
