,Iteration,Loss,Gap
0,0.0,0.09288855455815792,12.711450576782227
1,1.0,2.199565291404724,9.654417037963867
2,2.0,0.06316021038219333,1.4564493894577026
3,3.0,0.4910826310515404,1.5833134651184082
4,4.0,0.03957265708595514,0.19388772547245026
5,5.0,0.151905819773674,15.881577491760254
6,6.0,0.028750648256391287,0.3063376545906067
7,7.0,0.2391919083893299,0.864997923374176
8,8.0,0.063765705563128,1.0632250308990479
9,9.0,0.027001329232007265,0.10580796003341675
10,10.0,0.015575951663777232,0.2605476677417755
11,11.0,0.19278915598988533,3.777517557144165
12,12.0,0.023772998247295618,0.13798309862613678
13,13.0,0.016455506207421422,0.2622748911380768
14,14.0,0.027531428262591362,0.27154573798179626
15,15.0,0.0208887557964772,0.21474677324295044
16,16.0,0.2525586076080799,2.590477466583252
17,17.0,0.052085197530686855,1.085253119468689
18,18.0,0.13924480229616165,3.079359531402588
19,19.0,0.20083629339933395,0.877959668636322
20,20.0,0.07314289920032024,0.8513223528862
21,21.0,0.019632462644949555,0.8728510141372681
22,22.0,0.044350383803248405,0.6434749364852905
23,23.0,0.1772002875804901,0.6753323078155518
24,24.0,0.0849157813936472,0.6728177666664124
25,25.0,0.05259671155363321,0.2454146146774292
26,26.0,0.039387605618685484,0.28747397661209106
27,27.0,0.036272167693823576,0.16588351130485535
28,28.0,0.03195357508957386,0.1768440157175064
29,29.0,0.11151799187064171,2.4224772453308105
30,30.0,0.034393737092614174,0.15390323102474213
31,31.0,0.03226778702810407,0.2396809160709381
32,32.0,0.03500685188919306,0.15858645737171173
33,33.0,0.033424804918468,0.1833302229642868
34,34.0,0.08612552285194397,1.9612553119659424
35,35.0,0.03712615231052041,0.16890113055706024
36,36.0,0.03577884519472718,0.24647299945354462
37,37.0,0.03819588618353009,0.17474040389060974
38,38.0,0.037159564439207315,0.20105890929698944
39,39.0,0.06490641832351685,1.2425514459609985
40,40.0,0.04042957350611687,0.18638542294502258
41,41.0,0.03945632744580507,0.21439038217067719
42,42.0,0.07445195969194174,1.467664361000061
43,43.0,0.042417013086378574,0.19543826580047607
44,44.0,0.04189786408096552,0.27765995264053345
45,45.0,0.04340495960786939,0.19978365302085876
46,46.0,0.04626099392771721,0.33921414613723755
47,47.0,0.0442946283146739,0.266682505607605
48,48.0,0.0336614865809679,0.928640604019165
49,49.0,0.028896497562527657,0.5401625633239746
50,50.0,0.05121652688831091,0.6511276960372925
51,51.0,0.047273727133870125,0.21975316107273102
52,52.0,0.03186055924743414,0.5306194424629211
53,53.0,0.014017099980264902,0.3277938961982727
54,54.0,0.015163775067776442,1.0155528783798218
55,55.0,0.03520451858639717,0.553871750831604
56,56.0,0.011209830408915877,0.34736478328704834
57,57.0,0.19276421144604683,2.285430431365967
58,58.0,0.09360179118812084,0.6960217952728271
59,59.0,0.02533490816131234,0.796625018119812
60,60.0,0.010425730142742395,0.6228975057601929
61,61.0,0.008414682582952082,0.7183294296264648
62,62.0,0.1542319357395172,0.7415599226951599
63,63.0,0.05718681402504444,1.0215173959732056
64,64.0,0.03249534638598561,1.4248992204666138
65,65.0,0.020697338040918112,0.7784297466278076
66,66.0,0.026259612292051315,1.558892846107483
67,67.0,0.15701913088560104,0.7671847343444824
68,68.0,0.102815430611372,0.7691311240196228
69,69.0,0.04516106238588691,0.8675892949104309
70,70.0,0.015493549755774438,0.6636751890182495
71,71.0,0.005464017449412495,0.3810999393463135
72,72.0,0.15191588923335075,0.9425853490829468
73,73.0,0.057341866195201874,1.0281715393066406
74,74.0,0.013720457209274173,0.7085246443748474
75,75.0,0.005221722123678774,0.3462814688682556
76,76.0,0.0064150969265028834,0.7415709495544434
77,77.0,0.15158718265593052,0.8612861633300781
78,78.0,0.0626247962936759,1.0381344556808472
79,79.0,0.018068699166178703,0.7790411114692688
80,80.0,0.0061350123141892254,0.43107813596725464
81,81.0,0.013172007165849209,1.154723882675171
82,82.0,0.1395877618342638,1.2094959020614624
83,83.0,0.06333973724395037,1.914219617843628
84,84.0,0.01588096807245165,0.7198566198348999
85,85.0,0.019423617981374264,1.5351285934448242
86,86.0,0.005406265321653336,0.4520011842250824
87,87.0,0.15099495090544224,0.8781195282936096
88,88.0,0.06731137353926897,1.5053824186325073
89,89.0,0.026751111494377255,0.8578365445137024
90,90.0,0.00991959497332573,0.7531375885009766
91,91.0,0.005546596657950431,0.39499354362487793
92,92.0,0.0058871383080258965,0.6308861970901489
93,93.0,0.14650483056902885,0.8899450302124023
94,94.0,0.0737212086096406,1.808117151260376
95,95.0,0.028693764470517635,0.8535968661308289
96,96.0,0.009705629548989236,0.5829213857650757
97,97.0,0.006113244395237416,0.42807677388191223
98,98.0,0.011276273056864738,0.9722217321395874
99,99.0,0.06436330080032349,1.333702802658081
100,100.0,0.037792403250932693,2.532024383544922
101,101.0,0.010474095121026039,0.6106194257736206
102,102.0,0.01804572669789195,1.6480114459991455
103,103.0,0.005287088279146701,0.3475485146045685
104,104.0,0.024454052560031414,0.6651462912559509
105,105.0,0.008747392450459301,0.4893702268600464
106,106.0,0.007411094498820603,0.4528067111968994
107,107.0,0.005474175733979791,0.43043261766433716
108,108.0,0.0306250280700624,1.5053330659866333
109,109.0,0.14094365388154984,0.9058840870857239
110,110.0,0.07154634222388268,1.0580246448516846
111,111.0,0.033680425491183996,1.0659101009368896
112,112.0,0.01588928874116391,0.7071129083633423
113,113.0,0.01810657256282866,1.0057084560394287
114,114.0,0.006736414157785475,0.4824371933937073
115,115.0,0.006023132824338973,0.4182685911655426
116,116.0,0.005485389963723719,0.3804439306259155
