,Test Acc,Test F1,Test Precision,Test Recall
0,0.9782608695652174,0.9794353022691842,0.982919254658385,0.9782608695652174
1,0.9166666666666666,0.9194870378044849,0.9336805555555555,0.9166666666666666
2,1.0,1.0,1.0,1.0
3,1.0,1.0,1.0,1.0
4,0.7644927536231884,0.8044625633744238,0.9153985507246377,0.7644927536231884
5,0.8985507246376812,0.9465648854961833,1.0,0.8985507246376812
6,1.0,1.0,1.0,1.0
7,1.0,1.0,1.0,1.0
8,1.0,1.0,1.0,1.0
9,1.0,1.0,1.0,1.0
10,1.0,1.0,1.0,1.0
11,1.0,1.0,1.0,1.0
12,1.0,1.0,1.0,1.0
13,1.0,1.0,1.0,1.0
14,1.0,1.0,1.0,1.0
15,1.0,1.0,1.0,1.0
16,1.0,1.0,1.0,1.0
17,1.0,1.0,1.0,1.0
18,0.9166666666666666,0.927095010252905,0.955,0.9166666666666666
19,0.6702898550724637,0.7617092825683341,0.9560386473429952,0.6702898550724637
20,0.6413043478260869,0.7814569536423841,1.0,0.6413043478260869
21,0.6159420289855072,0.7623318385650223,1.0,0.6159420289855072
22,0.5217391304347826,0.6857142857142856,1.0,0.5217391304347826
23,1.0,1.0,1.0,1.0
24,1.0,1.0,1.0,1.0
25,1.0,1.0,1.0,1.0
26,0.967391304347826,0.9672376281546722,0.9673491249447651,0.967391304347826
27,0.855072463768116,0.8657703005529093,0.9096596377270675,0.855072463768116
28,0.6811594202898551,0.7769558659584234,0.9645732689210951,0.6811594202898551
29,0.6159420289855072,0.7623318385650223,1.0,0.6159420289855072
30,1.0,1.0,1.0,1.0
31,1.0,1.0,1.0,1.0
32,0.8115942028985508,0.8338057046372791,0.9078473267001277,0.8115942028985508
33,0.6884057971014492,0.7670705630791163,0.9460702341137125,0.6884057971014492
34,0.6413043478260869,0.7814569536423841,1.0,0.6413043478260869
35,0.6847826086956522,0.7748928315691772,0.9590217391304348,0.6847826086956522
36,0.7717391304347826,0.8068966440181545,0.9155434782608696,0.7717391304347826
37,1.0,1.0,1.0,1.0
38,1.0,1.0,1.0,1.0
39,0.7717391304347826,0.8071468608318821,0.9066386841473129,0.7717391304347826
40,0.7137681159420289,0.7844107860599614,0.9445060632948832,0.7137681159420289
41,0.6268115942028986,0.7597503513863215,0.9894380639868744,0.6268115942028986
42,0.6413043478260869,0.7814569536423841,1.0,0.6413043478260869
43,0.7934782608695652,0.8236854978579581,0.917391304347826,0.7934782608695652
44,0.9746376811594203,0.9749077367228388,0.9755274563458706,0.9746376811594203
45,1.0,1.0,1.0,1.0
46,0.8695652173913043,0.8773540202423752,0.9067816635160681,0.8695652173913043
47,0.6811594202898551,0.7847388119127251,0.9734299516908214,0.6811594202898551
48,0.7210144927536232,0.7848616295100708,0.9380032206119163,0.7210144927536232
49,0.7101449275362319,0.7689315022557278,0.926859000406339,0.7101449275362319
