,Iteration,Loss,Gap,Local Gap
0,0.0,0.6106904149055481,1.6634234189987183,1.6634234189987183
1,1.0,0.18329182267189026,1.5547373294830322,1.4460511207580566
2,2.0,0.010200582444667816,1.0577794313430786,0.06386365741491318
3,3.0,0.013578671030700207,0.8477597236633301,0.21770057082176208
4,4.0,0.01166335679590702,0.6933166980743408,0.07554461061954498
5,5.0,0.06769273430109024,0.7061576843261719,0.7703626155853271
6,6.0,0.15385815501213074,0.7979946732521057,1.349016547203064
7,7.0,0.0679035484790802,0.799984872341156,0.8139160871505737
8,8.0,0.0331665463745594,0.7530910968780518,0.377940833568573
9,9.0,0.10242143273353577,0.7990149259567261,1.212329626083374
10,10.0,0.012749128974974155,0.7389896512031555,0.13873648643493652
11,11.0,0.011647861450910568,0.6878747940063477,0.12561099231243134
12,12.0,0.010780515149235725,0.6418807506561279,0.08995208144187927
13,13.0,0.03150447458028793,0.6334289908409119,0.5235557556152344
14,14.0,0.017569929361343384,0.6186894178390503,0.4123353958129883
15,15.0,0.022165821865200996,0.6057841181755066,0.4122045040130615
16,16.0,0.009729675948619843,0.5808632969856262,0.18212974071502686
17,17.0,0.0021992502734065056,0.5528257489204407,0.07618790864944458
18,18.0,0.07343655079603195,0.5613026022911072,0.713885486125946
19,19.0,0.016235893592238426,0.5486655235290527,0.3085613250732422
20,20.0,0.027789784595370293,0.5504801869392395,0.5867733955383301
21,21.0,0.005900681018829346,0.5325677990913391,0.15640860795974731
22,22.0,0.00500005716457963,0.5172539949417114,0.18035061657428741
23,23.0,0.005659021437168121,0.5007291436195374,0.1206580251455307
24,24.0,0.0029380193445831537,0.48294779658317566,0.0561957024037838
25,25.0,0.008267228491604328,0.47108179330825806,0.17443135380744934
26,26.0,0.003103241790086031,0.4581044614315033,0.12069336324930191
27,27.0,0.004351593088358641,0.4467551112174988,0.14032229781150818
28,28.0,0.0037614714819937944,0.433307021856308,0.05676080659031868
29,29.0,0.003562557976692915,0.4229901134967804,0.12379978597164154
30,30.0,0.005365939345210791,0.4162077307701111,0.21273669600486755
31,31.0,0.0031876089051365852,0.4060535430908203,0.09127340465784073
32,32.0,0.020317288115620613,0.4013308584690094,0.25020521879196167
33,33.0,0.019265910610556602,0.3970705568790436,0.25648033618927
34,34.0,0.01583431288599968,0.3924247622489929,0.23446881771087646
35,35.0,0.03319757431745529,0.3925921618938446,0.3984508812427521
36,36.0,0.020811401307582855,0.3899083137512207,0.2932901978492737
37,37.0,0.0268557146191597,0.3878689706325531,0.31241339445114136
38,38.0,0.022475654259324074,0.385863721370697,0.3096640408039093
39,39.0,0.060751236975193024,0.39887359738349915,0.9062586426734924
40,40.0,0.012999385595321655,0.3937135636806488,0.18731272220611572
41,41.0,0.0112885357812047,0.38802632689476013,0.15485066175460815
42,42.0,0.013696815818548203,0.38393738865852356,0.21220293641090393
43,43.0,0.02817745879292488,0.3868546187877655,0.512294590473175
44,44.0,0.009665553458034992,0.3808172047138214,0.11517118662595749
45,45.0,0.010887585580348969,0.37468960881233215,0.09894831478595734
46,46.0,0.022235680371522903,0.37591803073883057,0.4324263632297516
47,47.0,0.009007089771330357,0.3705163896083832,0.11663762480020523
48,48.0,0.01308260578662157,0.36786141991615295,0.2404232919216156
49,49.0,0.016730347648262978,0.3673260509967804,0.34109246730804443
50,50.0,0.013827440328896046,0.36601927876472473,0.3006801903247833
51,51.0,0.009952520951628685,0.36250215768814087,0.18313050270080566
52,52.0,0.015209955163300037,0.3612537980079651,0.2963385283946991
53,53.0,0.008178457617759705,0.35616335272789,0.08636854588985443
54,54.0,0.0076571134850382805,0.3516075611114502,0.10559530556201935
55,55.0,0.024420153349637985,0.35425522923469543,0.4998772144317627
56,56.0,0.006828833371400833,0.3502829968929291,0.12783849239349365
57,57.0,0.008113469928503036,0.3463095426559448,0.11982154101133347
58,58.0,0.008144996128976345,0.34267657995224,0.13196493685245514
59,59.0,0.011842301115393639,0.3410590589046478,0.2456245720386505
60,60.0,0.010900616645812988,0.3391050696372986,0.2218661904335022
61,61.0,0.015835972502827644,0.33928167819976807,0.3500533401966095
62,62.0,0.012511436827480793,0.338243305683136,0.2738643288612366
63,63.0,0.007705538999289274,0.33537349104881287,0.15457555651664734
64,64.0,0.006626047659665346,0.33135494589805603,0.07416647672653198
65,65.0,0.005790983326733112,0.3286707103252411,0.15419608354568481
66,66.0,0.00774291530251503,0.3261813819408417,0.1618855595588684
67,67.0,0.00732044130563736,0.3229011595249176,0.10312636941671371
68,68.0,0.0074681625701487064,0.32026708126068115,0.14114859700202942
69,69.0,0.010518481954932213,0.31968724727630615,0.2796775996685028
70,70.0,0.016080789268016815,0.31917130947113037,0.28305569291114807
71,71.0,0.0167731661349535,0.3203190565109253,0.40181025862693787
72,72.0,0.010061978362500668,0.3204796314239502,0.332041472196579
73,73.0,0.00235455553047359,0.31812453269958496,0.14620192348957062
74,74.0,0.00252808746881783,0.31609082221984863,0.16559672355651855
75,75.0,0.006460042204707861,0.31488746404647827,0.2246360182762146
76,76.0,0.004926746711134911,0.3122618496417999,0.11271381378173828
77,77.0,0.012087409384548664,0.31248927116394043,0.33000046014785767
78,78.0,0.0010501164942979813,0.3096330165863037,0.08684535324573517
79,79.0,0.01855609565973282,0.308908075094223,0.2516385614871979
80,80.0,0.0005607137572951615,0.3054925799369812,0.03225414454936981
81,81.0,0.0024518915452063084,0.30340179800987244,0.13404899835586548
82,82.0,0.0007669484475627542,0.3002835214138031,0.0445837564766407
83,83.0,0.0026284661144018173,0.2984577417373657,0.14691801369190216
