0> t_0 : loss : 0.09583 gap : 0.0013169902376830578 local_gap 0.0013169902376830578
 0> t_1 : loss : 0.09046 gap : 0.001190090086311102 local_gap 0.001157446880824864
 0> t_2 : loss : 0.09149 gap : 0.0007950509898364544 local_gap 0.0012356319930404425
 0> t_3 : loss : 0.09579 gap : 0.0005096185486763716 local_gap 0.00124342308845371
 0> t_4 : loss : 0.10165 gap : 0.0003430864308029413 local_gap 0.001205813605338335
 0> t_5 : loss : 0.10459 gap : 0.0002683372877072543 local_gap 0.0012739184312522411
 0> t_6 : loss : 0.08714 gap : 0.00020610730280168355 local_gap 0.0011757465545088053
 0> t_7 : loss : 0.09903 gap : 0.00018391295452602208 local_gap 0.0012651963625103235
 0> t_8 : loss : 0.08884 gap : 0.00014521513367071748 local_gap 0.0011230233358219266
 0> t_9 : loss : 0.09755 gap : 0.0001376829168293625 local_gap 0.0012383948778733611
 0> t_10 : loss : 0.09381 gap : 0.00011839278158731759 local_gap 0.0011706710793077946
 0> t_11 : loss : 0.09592 gap : 0.00011540958075784147 local_gap 0.001267066691070795
 0> t_12 : loss : 0.09032 gap : 0.00010343526082579046 local_gap 0.0012292488245293498
 0> t_13 : loss : 0.10181 gap : 9.752723417477682e-05 local_gap 0.0012786909937858582
 0> t_14 : loss : 0.08909 gap : 8.451424218947068e-05 local_gap 0.0011730733094736934
 0> t_15 : loss : 0.09288 gap : 8.268653618870303e-05 local_gap 0.001238470315001905
 0> t_16 : loss : 0.15702 gap : 9.54276038100943e-05 local_gap 0.0015430852072313428
 0> t_17 : loss : 0.15902 gap : 9.308951848652214e-05 local_gap 0.0015803570859134197
 0> t_18 : loss : 0.15582 gap : 8.47417104523629e-05 local_gap 0.0015170029364526272
 0> t_19 : loss : 0.16067 gap : 8.285681542474777e-05 local_gap 0.001572394510731101
 0> t_20 : loss : 0.16098 gap : 7.993199687916785e-05 local_gap 0.0015957150608301163
 0> t_21 : loss : 0.15774 gap : 7.527205889346078e-05 local_gap 0.0015760533278807998
 0> t_22 : loss : 0.15657 gap : 7.20958414603956e-05 local_gap 0.0015829323092475533
 0> t_23 : loss : 0.16071 gap : 6.932431278983131e-05 local_gap 0.0015949839726090431
 0> t_24 : loss : 0.18667 gap : 6.995973672019318e-05 local_gap 0.0016831642715260386
 0> t_25 : loss : 0.18818 gap : 6.939285958651453e-05 local_gap 0.001734254532493651
 0> t_26 : loss : 0.18769 gap : 6.52125381748192e-05 local_gap 0.001691345707513392
 0> t_27 : loss : 0.18890 gap : 6.320044485619292e-05 local_gap 0.0017044000560417771
 0> t_28 : loss : 0.18755 gap : 6.0439659137045965e-05 local_gap 0.001689549651928246
 0> t_29 : loss : 0.18667 gap : 5.824303298140876e-05 local_gap 0.0016868512611836195
 0> t_30 : loss : 0.18902 gap : 5.644172415486537e-05 local_gap 0.0016914503648877144
 0> t_31 : loss : 0.18447 gap : 5.382791277952492e-05 local_gap 0.0016660514520481229
 0> t_32 : loss : 0.12562 gap : 4.2718809709185734e-05 local_gap 0.0013568238355219364
 0> t_33 : loss : 0.12131 gap : 3.957630178774707e-05 local_gap 0.001302875461988151
 0> t_34 : loss : 0.12088 gap : 3.947746881749481e-05 local_gap 0.001342135132290423
 0> t_35 : loss : 0.12710 gap : 3.910227678716183e-05 local_gap 0.0013683156576007605
 0> t_36 : loss : 0.12751 gap : 3.812788418144919e-05 local_gap 0.001372675527818501
 0> t_37 : loss : 0.12452 gap : 3.7934263673378155e-05 local_gap 0.001406754949130118
 0> t_38 : loss : 0.12900 gap : 3.463061148067936e-05 local_gap 0.001317833666689694
 0> t_39 : loss : 0.12800 gap : 3.522470433381386e-05 local_gap 0.001375130144879222
 0> t_40 : loss : 0.11363 gap : 3.312558328616433e-05 local_gap 0.0013237395323812962
 0> t_41 : loss : 0.10396 gap : 2.9780869226669893e-05 local_gap 0.0012176708551123738
 0> t_42 : loss : 0.10637 gap : 3.025685145985335e-05 local_gap 0.0012730719754472375
 0> t_43 : loss : 0.10294 gap : 2.8662818294833414e-05 local_gap 0.0012340304674580693
 0> t_44 : loss : 0.08966 gap : 2.65903308900306e-05 local_gap 0.001167902024462819
 0> t_45 : loss : 0.10712 gap : 2.842994945240207e-05 local_gap 0.001282391371205449
 0> t_46 : loss : 0.11215 gap : 2.8271955670788884e-05 local_gap 0.0013003520434722304
 0> t_47 : loss : 0.11055 gap : 2.7297648557578214e-05 local_gap 0.0012820152333006263
 0> t_48 : loss : 0.10551 gap : 2.685058097995352e-05 local_gap 0.001288380823098123
 0> t_49 : loss : 0.09957 gap : 2.694768409128301e-05 local_gap 0.0013205335708335042
 0> t_50 : loss : 0.10387 gap : 2.6220570362056606e-05 local_gap 0.0013103013625368476
 0> t_51 : loss : 0.10253 gap : 2.4674709493410774e-05 local_gap 0.0012584717478603125
 0> t_52 : loss : 0.10301 gap : 2.4432229110971093e-05 local_gap 0.0012718044454231858
 0> t_53 : loss : 0.10539 gap : 2.4451528588542715e-05 local_gap 0.001295950380153954
 0> t_54 : loss : 0.09564 gap : 2.2743841327610426e-05 local_gap 0.00122645974624902
 0> t_55 : loss : 0.09927 gap : 2.2048601749702357e-05 local_gap 0.0012153743300586939
 0> t_56 : loss : 0.10452 gap : 2.4072965970844962e-05 local_gap 0.001350159291177988
 0> t_57 : loss : 0.10241 gap : 2.2488817194243893e-05 local_gap 0.0012824458535760641
 0> t_58 : loss : 0.09834 gap : 2.1214540538494475e-05 local_gap 0.0012304079718887806
 0> t_59 : loss : 0.09333 gap : 1.99651149159763e-05 local_gap 0.0011766923125833273
