,Test Acc,Test F1,Test Precision,Test Recall
0,0.5760869565217391,0.6601706806601365,0.9253674219228414,0.5760869565217391
1,0.6376811594202898,0.633872889075748,0.826388888888889,0.6376811594202898
2,0.6594202898550725,0.794759825327511,1.0,0.6594202898550725
3,1.0,1.0,1.0,1.0
4,0.6413043478260869,0.6380390662971088,0.8272251308900523,0.6413043478260869
5,0.16666666666666666,0.047619047619047616,0.027777777777777776,0.16666666666666666
6,0.21014492753623187,0.07298446585090687,0.04416089056920815,0.21014492753623187
7,0.2210144927536232,0.0800111813529437,0.04884740600714136,0.2210144927536232
8,0.322463768115942,0.15725630335517174,0.10398288174753204,0.322463768115942
9,0.018115942028985508,0.03558718861209964,1.0,0.018115942028985508
10,0.6956521739130435,0.8205128205128205,1.0,0.6956521739130435
11,1.0,1.0,1.0,1.0
12,0.6739130434782609,0.6746836107756131,0.8351648351648352,0.6739130434782609
13,0.3333333333333333,0.16666666666666666,0.1111111111111111,0.3333333333333333
14,0.3007246376811594,0.13905373218683137,0.0904353077084646,0.3007246376811594
15,0.31521739130434784,0.15109593963348905,0.09936200378071834,0.31521739130434784
16,0.4891304347826087,0.6569343065693432,1.0,0.4891304347826087
17,0.7028985507246377,0.825531914893617,1.0,0.7028985507246377
18,0.644927536231884,0.6421854478592067,0.8280701754385965,0.644927536231884
19,0.358695652173913,0.21876404983248976,0.7806691449814126,0.358695652173913
20,0.3333333333333333,0.16666666666666666,0.1111111111111111,0.3333333333333333
21,0.2028985507246377,0.06844770385891392,0.041167821886158376,0.2028985507246377
22,0.2898550724637681,0.13027194268034523,0.08401596303297626,0.2898550724637681
23,0.0,0.0,0.0,0.0
24,0.6159420289855072,0.7623318385650223,1.0,0.6159420289855072
25,0.8514492753623188,0.9197651663405088,1.0,0.8514492753623188
26,0.9057971014492754,0.9080478975215818,0.9265536723163841,0.9057971014492754
27,0.7536231884057971,0.7455685618729097,0.8418001525553013,0.7536231884057971
28,0.31521739130434784,0.15109593963348905,0.09936200378071834,0.31521739130434784
29,0.21739130434782608,0.07763975155279502,0.04725897920604915,0.21739130434782608
30,0.3007246376811594,0.4623955431754875,1.0,0.3007246376811594
31,0.5289855072463768,0.6919431279620852,1.0,0.5289855072463768
32,0.3442028985507246,0.18942690401191611,0.778998778998779,0.3442028985507246
33,0.286231884057971,0.1273933455807308,0.08192869145137577,0.286231884057971
34,0.3333333333333333,0.16666666666666666,0.1111111111111111,0.3333333333333333
35,0.3333333333333333,0.16666666666666666,0.1111111111111111,0.3333333333333333
36,0.3333333333333333,0.16666666666666666,0.1111111111111111,0.3333333333333333
37,0.677536231884058,0.8077753779697624,1.0,0.677536231884058
38,0.7427536231884058,0.8523908523908523,1.0,0.7427536231884058
39,0.4528985507246377,0.3858495540729532,0.7928669410150893,0.4528985507246377
40,0.3333333333333333,0.16666666666666666,0.1111111111111111,0.3333333333333333
41,0.3333333333333333,0.16666666666666666,0.1111111111111111,0.3333333333333333
42,0.3333333333333333,0.16666666666666666,0.1111111111111111,0.3333333333333333
43,0.358695652173913,0.21876404983248976,0.7806691449814126,0.358695652173913
44,0.5905797101449275,0.7425968109339407,1.0,0.5905797101449275
45,1.0,1.0,1.0,1.0
46,0.7282608695652174,0.7328264393110809,0.8502994011976048,0.7282608695652174
47,0.3333333333333333,0.16666666666666666,0.1111111111111111,0.3333333333333333
48,0.3333333333333333,0.16666666666666666,0.1111111111111111,0.3333333333333333
49,0.27898550724637683,0.12171039126329186,0.07783291325351817,0.27898550724637683
