,Test Acc,Test F1,Test Precision,Test Recall
0,0.9565217391304348,0.9585879583249851,0.9625669061453472,0.9565217391304348
1,0.9057971014492754,0.9058863087395695,0.9068318086819475,0.9057971014492754
2,1.0,1.0,1.0,1.0
3,1.0,1.0,1.0,1.0
4,0.9057971014492754,0.9058961633332342,0.9075170837623776,0.9057971014492754
5,0.8442028985507246,0.8410302802152853,0.8704361224626516,0.8442028985507246
6,0.7427536231884058,0.7155116678948662,0.8246571781373887,0.7427536231884058
7,0.677536231884058,0.6470271582752655,0.8079874835309617,0.677536231884058
8,0.8188405797101449,0.8141765311294149,0.8638131834246543,0.8188405797101449
9,0.9420289855072463,0.9434574892588908,0.950306826998686,0.9420289855072463
10,1.0,1.0,1.0,1.0
11,1.0,1.0,1.0,1.0
12,0.9384057971014492,0.9391012626523065,0.9469885958660015,0.9384057971014492
13,0.7971014492753623,0.7653515834675254,0.8280597183177978,0.7971014492753623
14,0.7681159420289855,0.7619942423933871,0.8421456334499814,0.7681159420289855
15,0.8007246376811594,0.7963716572877557,0.8563330314009662,0.8007246376811594
16,1.0,1.0,1.0,1.0
17,1.0,1.0,1.0,1.0
18,0.9528985507246377,0.9527950475998567,0.9533281049888801,0.9528985507246377
19,0.9130434782608695,0.9132677935841239,0.9181894559966394,0.9130434782608695
20,0.8333333333333334,0.8349153614934345,0.8717345734467756,0.8333333333333334
21,0.7028985507246377,0.6973992832724597,0.8181704846501481,0.7028985507246377
22,0.8333333333333334,0.8281736281736282,0.8659498207885304,0.8333333333333334
23,0.8079710144927537,0.8118888289312569,0.8758212560386474,0.8079710144927537
24,1.0,1.0,1.0,1.0
25,1.0,1.0,1.0,1.0
26,0.9347826086956522,0.9339941972920697,0.9350198412698412,0.9347826086956522
27,0.9057971014492754,0.906712962962963,0.9092424242424242,0.9057971014492754
28,0.9166666666666666,0.9181726694164506,0.926861872585105,0.9166666666666666
29,0.8623188405797102,0.8661888467142089,0.8961654669354066,0.8623188405797102
30,1.0,1.0,1.0,1.0
31,1.0,1.0,1.0,1.0
32,0.9311594202898551,0.9317704936940774,0.9336688998999698,0.9311594202898551
33,0.8876811594202898,0.8903941748932298,0.9078468578210895,0.8876811594202898
34,0.9202898550724637,0.9215693116523602,0.9277989660140689,0.9202898550724637
35,0.927536231884058,0.9282407407407408,0.9306060606060607,0.927536231884058
36,0.9311594202898551,0.9320405085110968,0.936042052490787,0.9311594202898551
37,1.0,1.0,1.0,1.0
38,1.0,1.0,1.0,1.0
39,0.9202898550724637,0.9214191930700548,0.9262092815761713,0.9202898550724637
40,0.9166666666666666,0.9181726694164506,0.926861872585105,0.9166666666666666
41,0.8804347826086957,0.882053956410942,0.9030721439910462,0.8804347826086957
42,0.9239130434782609,0.9252022841085356,0.9321828403223471,0.9239130434782609
43,0.9347826086956522,0.9352718813608608,0.9367117633570282,0.9347826086956522
44,1.0,1.0,1.0,1.0
45,1.0,1.0,1.0,1.0
46,0.9492753623188406,0.9491299153290739,0.9490968479588842,0.9492753623188406
47,0.9492753623188406,0.9495436047180005,0.9502480077204782,0.9492753623188406
48,0.927536231884058,0.9286993742294181,0.9348588863463004,0.927536231884058
49,0.8405797101449275,0.8450929152148664,0.8846801346801347,0.8405797101449275
