,Iteration,Loss,Gap,Local Gap,Acc,F1,Prec,Rec
0,0.0,1.0993502140045166,1.778273582458496,1.778273582458496,0.2649739583333333,0.15807758179840273,0.12503637041764074,0.2649739583333333
1,1.0,1.1486519575119019,2.0495100021362305,2.340815305709839,0.2649739583333333,0.15807758179840273,0.12503637041764074,0.2649739583333333
2,2.0,1.067655086517334,1.6932465235392253,0.9873554706573486,0.2649739583333333,0.15807758179840273,0.12503637041764074,0.2649739583333333
3,3.0,0.935631513595581,1.375076174736023,0.4272502064704895,0.2649739583333333,0.15807758179840273,0.12503637041764074,0.2649739583333333
4,4.0,0.9780834317207336,1.295313262939453,1.1451928615570068,0.6744791666666666,0.6339755363637966,0.6062463235832726,0.6744791666666666
5,5.0,0.9678947925567627,1.1842851638793945,0.6436776518821716,0.6744791666666666,0.6339755363637966,0.6062463235832726,0.6744791666666666
6,6.0,0.9695940613746643,1.1620796748570033,1.0388927459716797,0.6744791666666666,0.6339755363637966,0.6062463235832726,0.6744791666666666
7,7.0,0.8664629459381104,1.0478918552398682,0.38622644543647766,0.6744791666666666,0.6339755363637966,0.6062463235832726,0.6744791666666666
8,8.0,0.9416323304176331,1.0113988452487521,0.7415553331375122,0.5442708333333334,0.4684106827453091,0.4377649052669777,0.5442708333333334
9,9.0,0.9802684783935547,0.9951906204223633,1.0272767543792725,0.5442708333333334,0.4684106827453091,0.4377649052669777,0.5442708333333334
10,10.0,0.9120054244995117,0.9429160898382013,0.46316444873809814,0.5442708333333334,0.4684106827453091,0.4377649052669777,0.5442708333333334
11,11.0,0.8894992470741272,0.8855592409769694,0.3801708519458771,0.5442708333333334,0.4684106827453091,0.4377649052669777,0.5442708333333334
12,12.0,0.8532339930534363,0.8604778143075796,0.5702276825904846,0.67578125,0.680324937188704,0.7684446630162677,0.67578125
13,13.0,0.8561316132545471,0.849724292755127,0.7099289298057556,0.67578125,0.680324937188704,0.7684446630162677,0.67578125
14,14.0,0.8519318103790283,0.8187721252441407,0.4587140381336212,0.67578125,0.680324937188704,0.7684446630162677,0.67578125
15,15.0,0.7756006121635437,0.7831012010574341,0.2773911654949188,0.67578125,0.680324937188704,0.7684446630162677,0.67578125
16,16.0,0.8338627219200134,0.7611608505249023,0.42855921387672424,0.6803385416666666,0.6612751082772061,0.7789266410490466,0.6803385416666666
17,17.0,0.7982110381126404,0.7338107956780328,0.28101420402526855,0.6803385416666666,0.6612751082772061,0.7789266410490466,0.6803385416666666
18,18.0,0.885037899017334,0.7270515341507761,0.6429651379585266,0.6803385416666666,0.6612751082772061,0.7789266410490466,0.6803385416666666
19,19.0,0.7923101782798767,0.70775146484375,0.37575700879096985,0.6803385416666666,0.6612751082772061,0.7789266410490466,0.6803385416666666
20,20.0,0.7289776802062988,0.6827924365089053,0.1855987012386322,0.6985677083333334,0.6889843522955332,0.776168809464784,0.6985677083333334
21,21.0,0.7939665913581848,0.67809551412409,0.5794604420661926,0.6985677083333334,0.6889843522955332,0.776168809464784,0.6985677083333334
22,22.0,0.8414103984832764,0.6647947974826979,0.39810678362846375,0.6985677083333334,0.6889843522955332,0.776168809464784,0.6985677083333334
23,23.0,0.7883661389350891,0.6470557451248169,0.23954108357429504,0.6985677083333334,0.6889843522955332,0.776168809464784,0.6985677083333334
24,24.0,0.7849023938179016,0.6333196258544922,0.31700122356414795,0.697265625,0.6861016026939981,0.759777283403679,0.697265625
25,25.0,0.9490668773651123,0.6255288490882287,0.8080170154571533,0.697265625,0.6861016026939981,0.759777283403679,0.697265625
26,26.0,0.7913585305213928,0.6169297960069444,0.4072524905204773,0.697265625,0.6861016026939981,0.759777283403679,0.697265625
27,27.0,0.7689692378044128,0.5994495664324079,0.19408726692199707,0.697265625,0.6861016026939981,0.759777283403679,0.697265625
28,28.0,1.030194640159607,0.5931927911166487,1.0125641822814941,0.6243489583333334,0.600926958572128,0.7917637434273045,0.6243489583333334
29,29.0,0.9512476325035095,0.5965609232584635,1.0659993886947632,0.6243489583333334,0.600926958572128,0.7917637434273045,0.6243489583333334
30,30.0,0.9160318374633789,0.5968464882143082,0.6122918128967285,0.6243489583333334,0.600926958572128,0.7917637434273045,0.6243489583333334
31,31.0,0.7958249449729919,0.5850151777267456,0.2765113115310669,0.6243489583333334,0.600926958572128,0.7917637434273045,0.6243489583333334
32,32.0,0.8034688830375671,0.5732087222012606,0.484709769487381,0.6744791666666666,0.6786448224067197,0.7789101909543336,0.6744791666666666
33,33.0,0.8750748038291931,0.5680982926312614,0.4695492386817932,0.6744791666666666,0.6786448224067197,0.7789101909543336,0.6744791666666666
34,34.0,1.1924561262130737,0.5681368691580636,1.806302547454834,0.6744791666666666,0.6786448224067197,0.7789101909543336,0.6744791666666666
35,35.0,0.7715914845466614,0.5577838685777452,0.2809627056121826,0.6744791666666666,0.6786448224067197,0.7789101909543336,0.6744791666666666
36,36.0,0.8100822567939758,0.5565593307082718,0.5285294651985168,0.7063802083333334,0.6970202460220531,0.7699539933400902,0.7063802083333334
37,37.0,0.7729492783546448,0.5495842381527549,0.2934541404247284,0.7063802083333334,0.6970202460220531,0.7699539933400902,0.7063802083333334
38,38.0,0.7860719561576843,0.5413243220402644,0.28256523609161377,0.7063802083333334,0.6970202460220531,0.7699539933400902,0.7063802083333334
39,39.0,0.7482950091362,0.5363047122955322,0.34053945541381836,0.7063802083333334,0.6970202460220531,0.7699539933400902,0.7063802083333334
40,40.0,0.7994555830955505,0.5317355365287967,0.4243461489677429,0.703125,0.691254904397216,0.7912968899065328,0.703125
