,Iteration,Loss,Gap,Local Gaps
0,0.0,0.38451525568962097,0.0029963685665279627,0.0029963685665279627
1,1.0,0.021883510053157806,0.0015057745622470975,1.5180485206656158e-05
2,2.0,0.019999483600258827,0.000589921954087913,0.0002639913291204721
3,3.0,0.026510201394557953,0.00019862092449329793,0.00020456172933336347
4,4.0,0.017628159373998642,6.962940096855164e-05,0.00014952606579754502
5,5.0,0.02371014468371868,5.8084799093194306e-05,0.0002788793935906142
6,6.0,0.021782321855425835,4.9327732995152473e-05,0.00028720934642478824
7,7.0,0.02146298810839653,3.6206143704475835e-05,0.0002403214166406542
8,8.0,0.018532533198595047,8.552016879548319e-06,4.076200275449082e-05
9,9.0,0.019947022199630737,2.3739385142107494e-05,0.00022884183272253722
10,10.0,0.018928665667772293,1.7309394024778157e-05,0.00016666394367348403
11,11.0,0.018204327672719955,6.41831184111652e-06,5.971034988760948e-05
12,12.0,0.013864772394299507,1.0432669114379678e-05,0.00012920638255309314
13,13.0,0.021764596924185753,6.156305516924476e-06,7.57556117605418e-05
14,14.0,0.02587229199707508,1.5227869880618528e-05,0.0002222617476945743
15,15.0,0.021223636344075203,2.1204455151746515e-06,1.8699258362175897e-05
16,16.0,0.023876206949353218,1.4563263903255574e-05,0.00024545504129491746
17,17.0,0.014294486492872238,4.591356628225185e-06,6.808115722378716e-05
18,18.0,0.04429032653570175,2.814452273014467e-06,4.8883237468544394e-05
19,19.0,0.012197881937026978,7.0485293690580875e-06,0.00013815613056067377
20,20.0,0.010431509464979172,5.768147275375668e-06,0.00011408256250433624
21,21.0,0.011743050068616867,5.299791610013926e-06,0.00011082726996392012
22,22.0,0.006009729113429785,6.6022248574881814e-06,0.0001465513778384775
23,23.0,0.009940351359546185,6.027075301062723e-07,7.862755410315003e-06
24,24.0,0.019298508763313293,4.125162831769558e-06,0.00010252637002849951
25,25.0,0.015379944816231728,7.555026968475431e-07,1.5517907741013914e-05
26,26.0,0.019387410953640938,6.353046501317294e-06,0.00017077675147447735
27,27.0,0.015182627364993095,5.848976911693171e-07,1.0024087714555208e-05
28,28.0,0.01836048997938633,1.38054883791483e-06,3.945102071156725e-05
29,29.0,0.017404234036803246,8.53718063353881e-07,2.423099249426741e-05
30,30.0,0.019355252385139465,2.473175754857948e-06,7.581472891615704e-05
31,31.0,0.18817093968391418,4.276197159924777e-06,0.00013436513836495578
32,32.0,0.014709701761603355,3.581231794669293e-06,0.00011390445433789864
33,33.0,0.022579757496714592,1.191228784591658e-05,0.00040143655496649444
34,34.0,0.015445835888385773,5.662080639012856e-06,0.00018626054225023836
35,35.0,0.022401541471481323,1.4148037735139951e-05,0.0005036672810092568
36,36.0,0.016054682433605194,5.143729595147306e-06,0.00017616995319258422
37,37.0,0.04660096392035484,8.008451914065517e-06,0.0002991774526890367
38,38.0,0.020315393805503845,1.1376078873581719e-05,0.00043565864325501025
39,39.0,0.0171090979129076,4.951817572873551e-06,0.00018669663404580206
40,40.0,0.019207842648029327,1.0256770110572688e-05,0.0004155757778789848
41,41.0,0.023206032812595367,1.59639457706362e-05,0.0006602289504371583
42,42.0,0.025818388909101486,1.1275413271505386e-05,0.000468878832180053
43,43.0,0.017674822360277176,1.8108519725501537e-05,0.0007854994619265199
44,44.0,0.011096326634287834,2.336982470296789e-05,0.0010335335973650217
45,45.0,0.01653394289314747,1.0087875125464052e-05,0.0004406724183354527
46,46.0,0.014706256799399853,1.1814336176030338e-05,0.0005451859324239194
47,47.0,0.019455362111330032,2.40798599406844e-05,0.0011440189555287361
48,48.0,0.01040688157081604,1.542612153571099e-05,0.0007318001007661223
49,49.0,0.01154348161071539,1.4079085303819738e-05,0.0006885281181894243
50,50.0,0.016831420361995697,1.6112386219901964e-05,0.0008076525991782546
51,51.0,0.011457365937530994,1.545297709526494e-05,0.0007874424336478114
52,52.0,0.012269926257431507,1.56642563524656e-05,0.0008147526532411575
53,53.0,0.008794683963060379,1.4844144970993511e-05,0.0007859195466153324
54,54.0,0.008146372623741627,8.26260384201305e-06,0.00043959906906820834
55,55.0,0.009615477174520493,1.3735219908994623e-05,0.0007609097519889474
56,56.0,0.010474998503923416,1.3537708582589403e-05,0.0007579142111353576
57,57.0,0.01646633818745613,1.2514964510046411e-05,0.0007123302202671766
58,58.0,0.01020492147654295,1.3682063581654802e-05,0.0007947268313728273
59,59.0,0.009178717620670795,1.2113556294934824e-05,0.0007131313323043287
60,60.0,0.008535794913768768,1.0692891919461545e-05,0.0006401528953574598
61,61.0,0.006847591605037451,1.570825588714797e-05,0.0009632189758121967
62,62.0,0.008783209137618542,1.0357017345086206e-05,0.0006367838359437883
63,63.0,0.004196643829345703,7.056428330542985e-06,0.000441254407633096
64,64.0,0.0047991396859288216,5.677020453731529e-06,0.00036194990389049053
65,65.0,0.012353751808404922,1.1484356946311891e-05,0.0007522905943915248
66,66.0,0.006712648086249828,8.550928214390296e-06,0.0005614278488792479
67,67.0,0.010074912570416927,8.94728145794943e-06,0.0005998641718178988
68,68.0,0.004054449498653412,5.938859430898447e-06,0.0004008340183645487
69,69.0,0.010237196460366249,1.089627494366141e-05,0.0007568003493361175
70,70.0,0.003793958807364106,4.0901327338360716e-06,0.0002795031468849629
71,71.0,0.0028243791311979294,5.0913627092086244e-06,0.0003624879755079746
72,72.0,0.01737021654844284,8.46317834657384e-06,0.000612720672506839
73,73.0,0.00959634780883789,6.494914941868046e-06,0.0004721605218946934
74,74.0,0.0060564326122403145,5.196747224545106e-06,0.0003832611255347729
