,Iteration,Loss,Gap,Local Gap,Acc,F1,Prec,Rec
0,0.0,1.0968507528305054,1.7825909852981567,1.7825909852981567,0.455078125,0.6231224452926922,0.455078125,1.0
1,1.0,1.0365586280822754,1.346616506576538,0.9181632995605469,0.455078125,0.6231224452926922,0.455078125,1.0
2,2.0,0.9901819229125977,1.1947497526804607,0.899247407913208,0.455078125,0.6231224452926922,0.455078125,1.0
3,3.0,0.9918588399887085,1.0661855936050415,0.6804929375648499,0.455078125,0.6231224452926922,0.455078125,1.0
4,4.0,0.9296243190765381,1.0271697044372559,0.8747009634971619,0.62109375,0.6409087725918905,0.6932499379156261,0.7090670811930189
5,5.0,0.9313092231750488,0.9454110463460287,0.5366175770759583,0.62109375,0.6409087725918905,0.6932499379156261,0.7090670811930189
6,6.0,0.8954228758811951,0.9343829836164202,0.9207965135574341,0.62109375,0.6409087725918905,0.6932499379156261,0.7090670811930189
7,7.0,0.933456301689148,0.8960109353065491,0.6618683934211731,0.62109375,0.6409087725918905,0.6932499379156261,0.7090670811930189
8,8.0,1.018154263496399,0.887918684217665,0.8248559236526489,0.5546875,0.6794951015212315,0.6104209794154084,0.8179267774175656
9,9.0,0.9480937719345093,0.8667248725891114,0.6759807467460632,0.5546875,0.6794951015212315,0.6104209794154084,0.8179267774175656
10,10.0,0.9686063528060913,0.8794830495660956,1.0126172304153442,0.5546875,0.6794951015212315,0.6104209794154084,0.8179267774175656
11,11.0,0.9439713954925537,0.853575070699056,0.5709241628646851,0.5546875,0.6794951015212315,0.6104209794154084,0.8179267774175656
12,12.0,0.8793573379516602,0.8424579913799579,0.7090534567832947,0.69140625,0.7744598981628028,0.7113273992891563,0.8743251831730999
13,13.0,0.8514535427093506,0.8254364558628627,0.6041567325592041,0.69140625,0.7744598981628028,0.7113273992891563,0.8743251831730999
14,14.0,0.8401692509651184,0.7962795893351237,0.4077901840209961,0.69140625,0.7744598981628028,0.7113273992891563,0.8743251831730999
15,15.0,0.7843900918960571,0.7690650224685669,0.36084607243537903,0.69140625,0.7744598981628028,0.7113273992891563,0.8743251831730999
16,16.0,0.8319184184074402,0.7408336190616384,0.2964382767677307,0.73046875,0.7010601175708154,0.7865584852441709,0.73046875
17,17.0,0.735082745552063,0.7236243353949653,0.4310664236545563,0.73046875,0.7010601175708154,0.7865584852441709,0.73046875
18,18.0,0.8795551061630249,0.7202016428897255,0.658593475818634,0.73046875,0.7010601175708154,0.7865584852441709,0.73046875
19,19.0,0.7890389561653137,0.7098148822784424,0.5239216089248657,0.73046875,0.7010601175708154,0.7865584852441709,0.73046875
20,20.0,0.770584762096405,0.7110062553769066,0.7360440492630005,0.74609375,0.7316780565484093,0.7554692567430147,0.74609375
21,21.0,0.6967357993125916,0.7036606181751598,0.5586187839508057,0.74609375,0.7316780565484093,0.7554692567430147,0.74609375
22,22.0,0.8131046295166016,0.6871675408404806,0.3382345736026764,0.74609375,0.7316780565484093,0.7554692567430147,0.74609375
23,23.0,0.7894006371498108,0.6710783640543619,0.3010270297527313,0.74609375,0.7316780565484093,0.7554692567430147,0.74609375
24,24.0,0.7342487573623657,0.6584609985351563,0.3580978512763977,0.7421875,0.7105254391561112,0.7258876453692861,0.7496506605691057
25,25.0,0.9300739169120789,0.6478179051325872,0.5423897504806519,0.7421875,0.7105254391561112,0.7258876453692861,0.7496506605691057
26,26.0,0.6992148756980896,0.6486371358235677,0.6733601689338684,0.7421875,0.7105254391561112,0.7258876453692861,0.7496506605691057
27,27.0,0.6794381141662598,0.6382218088422503,0.35700705647468567,0.7421875,0.7105254391561112,0.7258876453692861,0.7496506605691057
28,28.0,0.9633564352989197,0.6481584351638268,1.0393935441970825,0.607421875,0.5499130050624962,0.7429858683584273,0.607421875
29,29.0,0.8306930661201477,0.6469199498494466,0.6325711011886597,0.607421875,0.5499130050624962,0.7429858683584273,0.607421875
30,30.0,0.8731498122215271,0.6454165674025013,0.6787286400794983,0.607421875,0.5499130050624962,0.7429858683584273,0.607421875
31,31.0,0.9057267308235168,0.6478590369224548,0.7319151759147644,0.607421875,0.5499130050624962,0.7429858683584273,0.607421875
32,32.0,0.8098111152648926,0.640856713959665,0.41678157448768616,0.740234375,0.7344356334970503,0.7861001073851017,0.740234375
33,33.0,0.8016987442970276,0.6395282745361328,0.6060090661048889,0.740234375,0.7344356334970503,0.7861001073851017,0.740234375
34,34.0,0.9993306994438171,0.6496870858328683,1.105074405670166,0.740234375,0.7344356334970503,0.7861001073851017,0.740234375
35,35.0,0.7628389596939087,0.6359541151258681,0.16483765840530396,0.740234375,0.7344356334970503,0.7861001073851017,0.740234375
36,36.0,0.7256942391395569,0.6298294067382812,0.41574814915657043,0.755859375,0.7355949738803688,0.7753842158321099,0.755859375
37,37.0,0.811895489692688,0.6223051171553763,0.34807831048965454,0.755859375,0.7355949738803688,0.7753842158321099,0.755859375
38,38.0,0.6898083686828613,0.6162257072253104,0.39020970463752747,0.755859375,0.7355949738803688,0.7753842158321099,0.755859375
39,39.0,0.740610659122467,0.6099494457244873,0.3694652318954468,0.755859375,0.7355949738803688,0.7753842158321099,0.755859375
40,40.0,0.6969702243804932,0.6071970869855183,0.5049439668655396,0.728515625,0.71356688177362,0.7660442354282493,0.728515625
41,41.0,0.7844204306602478,0.603262810480027,0.46741893887519836,0.728515625,0.71356688177362,0.7660442354282493,0.728515625
42,42.0,0.7639820575714111,0.5961490010106286,0.29879382252693176,0.728515625,0.71356688177362,0.7660442354282493,0.728515625
