,Iteration,Loss,Gap,Local Gaps
0,0.0,0.344863623380661,0.003102342365309596,0.003102342365309596
1,1.0,0.01902412436902523,0.0016008937964215875,0.00010165709682041779
2,2.0,0.020589977502822876,0.0006409809575416148,0.00032276439014822245
3,3.0,0.01785551756620407,0.00022455131693277508,0.00030208704993128777
4,4.0,0.016554413363337517,0.00010515432950342074,0.0003012203087564558
5,5.0,0.014922882430255413,6.400775600923225e-05,0.00029134127544239163
6,6.0,0.08774742484092712,7.335340342251584e-05,0.00044946608250029385
7,7.0,0.019547371193766594,6.0089780163252726e-05,0.00041099824011325836
8,8.0,0.016460854560136795,3.4749180485960096e-05,0.0002705697261262685
9,9.0,0.015931876376271248,2.4706552721909247e-05,0.00021603216009680182
10,10.0,0.027172546833753586,3.919600567314774e-05,0.0004064494860358536
11,11.0,0.019239142537117004,1.556893221277278e-05,0.00015121207979973406
12,12.0,0.01887466385960579,2.8880351237603463e-05,0.00035987564479000866
13,13.0,0.018575891852378845,3.694010229082778e-05,0.0004937309422530234
14,14.0,0.016448799520730972,2.5598184947739355e-05,0.00034703267738223076
15,15.0,0.016879137605428696,2.9464596082107164e-05,0.00044583535054698586
16,16.0,0.034823086112737656,2.4241380742751062e-05,0.0003931146638933569
17,17.0,0.009274572134017944,1.4875356100674253e-05,0.0002451360924169421
18,18.0,0.021844102069735527,1.2818790310120676e-05,0.00022868165979161859
19,19.0,0.008299635723233223,4.883396286459174e-06,8.48491326905787e-05
20,20.0,0.006794096902012825,1.306800277234288e-05,0.0002695446601137519
21,21.0,0.00494794175028801,1.0311128789908253e-05,0.00021377683151513338
22,22.0,0.005263932514935732,1.1053596608689986e-05,0.00024392158957198262
23,23.0,0.00728017371147871,1.0361106433265377e-05,0.00023761295597068965
24,24.0,0.012406793422996998,4.49131584900897e-06,0.00010192178888246417
25,25.0,0.011484150774776936,5.298280484566931e-06,0.00013395212590694427
26,26.0,0.012133724987506866,4.566758434521034e-06,0.00011968534818151966
27,27.0,0.01303652860224247,5.991904799884651e-06,0.0001641725393710658
28,28.0,0.011166701093316078,5.6057374422380235e-06,0.0001573366462253034
29,29.0,0.014151600189507008,7.0916503318585455e-06,0.0002071437775157392
30,30.0,0.029245559126138687,3.5624193515104707e-06,0.00010393418051535264
31,31.0,0.015226262621581554,3.857021056319354e-06,0.00011997052934020758
32,32.0,0.021941592916846275,2.617366044432856e-05,0.0008613007958047092
33,33.0,0.023292163386940956,2.7158839657204226e-05,0.0008972269133664668
34,34.0,0.02274065837264061,2.196113382524345e-05,0.0007414808496832848
35,35.0,0.02210063673555851,2.292393401148729e-05,0.0008048805175349116
36,36.0,0.021962370723485947,2.1850626580999233e-05,0.0007888844120316207
37,37.0,0.009865198284387589,1.612855339772068e-05,0.0005957785760983825
38,38.0,0.020815443247556686,2.8755724997608922e-05,0.001106410170905292
39,39.0,0.020811960101127625,3.8212201616261154e-05,0.001499732257798314
40,40.0,0.005741806235164404,3.375282176421024e-05,0.0013456535525619984
41,41.0,0.008493959903717041,3.621834912337363e-05,0.0014883348485454917
42,42.0,0.01569730043411255,2.8053802452632226e-05,0.001170267118141055
43,43.0,0.005141478963196278,2.5835308406385593e-05,0.0011086998274549842
44,44.0,0.0021297780331224203,1.6278199836960994e-05,0.0007087463163770735
45,45.0,0.00642052199691534,2.1688769265892915e-05,0.0009814051445573568
46,46.0,0.010499505326151848,2.6428069759276696e-05,0.0012263585813343525
47,47.0,0.0028398982249200344,2.2034191715647466e-05,0.0010345521150156856
48,48.0,0.004888736177235842,1.1966606507485267e-05,0.0005769602721557021
49,49.0,0.003318571485579014,1.3486871466739103e-05,0.0006667992565780878
50,50.0,0.004252024460583925,1.634249565540813e-05,0.0008243845659308136
51,51.0,0.0037771675270050764,8.823884854791686e-06,0.0004488440172281116
