,Test Acc,Test F1,Test Precision,Test Recall
0,0.9347826086956522,0.940295388842774,0.9518631784413121,0.9347826086956522
1,0.8804347826086957,0.8804614660178935,0.8871913226737526,0.8804347826086957
2,1.0,1.0,1.0,1.0
3,1.0,1.0,1.0,1.0
4,0.8369565217391305,0.8358939087157452,0.859447834562251,0.8369565217391305
5,0.8188405797101449,0.813185187633123,0.8581476286946133,0.8188405797101449
6,0.6014492753623188,0.4955541552895049,0.768779732271269,0.6014492753623188
7,0.4746376811594203,0.30554071858419685,0.2252809283763915,0.4746376811594203
8,0.5181159420289855,0.385808920447705,0.7581555664115507,0.5181159420289855
9,0.7318840579710145,0.7459262801090742,0.8650423110592355,0.7318840579710145
10,1.0,1.0,1.0,1.0
11,1.0,1.0,1.0,1.0
12,0.9492753623188406,0.9496642697271299,0.9526059951390765,0.9492753623188406
13,0.7391304347826086,0.6699062233589087,0.7925376254180602,0.7391304347826086
14,0.5181159420289855,0.41743526866975106,0.7684697690217391,0.5181159420289855
15,0.4855072463768116,0.3435919957659088,0.7570982166909112,0.4855072463768116
16,0.782608695652174,0.878048780487805,1.0,0.782608695652174
17,1.0,1.0,1.0,1.0
18,0.9347826086956522,0.9348275266340339,0.934971244536462,0.9347826086956522
19,0.8405797101449275,0.8397834050007964,0.8718017534442655,0.8405797101449275
20,0.7028985507246377,0.6975402901302078,0.8114078244513028,0.7028985507246377
21,0.6956521739130435,0.6883985212382447,0.8219839284763982,0.6956521739130435
22,0.5760869565217391,0.4686187518485655,0.7661169415292354,0.5760869565217391
23,0.40942028985507245,0.29741247669636417,0.7796683389074693,0.40942028985507245
24,1.0,1.0,1.0,1.0
25,1.0,1.0,1.0,1.0
26,0.927536231884058,0.927120669056153,0.927143778207608,0.927536231884058
27,0.8731884057971014,0.8761514175048009,0.8935655539429125,0.8731884057971014
28,0.8260869565217391,0.8310440306205549,0.8739751944502838,0.8260869565217391
29,0.6739130434782609,0.6768606447249363,0.8225351029330396,0.6739130434782609
30,0.7391304347826086,0.85,1.0,0.7391304347826086
31,1.0,1.0,1.0,1.0
32,0.894927536231884,0.8970498060915538,0.9078737876406813,0.894927536231884
33,0.7608695652173914,0.7673721790131328,0.8463518571839908,0.7608695652173914
34,0.8115942028985508,0.8172255652550594,0.8676077861924995,0.8115942028985508
35,0.8876811594202898,0.8903055412185379,0.907649303875719,0.8876811594202898
36,0.9057971014492754,0.9077079107505072,0.9193524970963994,0.9057971014492754
37,1.0,1.0,1.0,1.0
38,1.0,1.0,1.0,1.0
39,0.8514492753623188,0.8554671623430464,0.8809458241924387,0.8514492753623188
40,0.822463768115942,0.827534169208178,0.8722353559232993,0.822463768115942
41,0.6956521739130435,0.6905209144637375,0.8169965196613163,0.6956521739130435
42,0.8586956521739131,0.8627095936865463,0.894243156199678,0.8586956521739131
43,0.9130434782608695,0.9145454545454546,0.9223985890652557,0.9130434782608695
44,1.0,1.0,1.0,1.0
45,1.0,1.0,1.0,1.0
46,0.9311594202898551,0.9317704936940774,0.9336688998999698,0.9311594202898551
47,0.9166666666666666,0.9180786921188723,0.9251294857565668,0.9166666666666666
48,0.8442028985507246,0.8487084463856351,0.8833786231884058,0.8442028985507246
49,0.644927536231884,0.6440511824117349,0.8131421744324969,0.644927536231884
