,Iteration,Loss,Gap,Local Gaps
0,0.0,0.08457168936729431,2.7330879674991593e-05,2.7330879674991593e-05
1,1.0,0.08316247910261154,2.5053825083887205e-05,2.5849123630905524e-05
2,2.0,0.0749821811914444,0.00017301237676292658,0.0004966494161635637
3,3.0,0.0717383474111557,0.0004563983529806137,0.0018101913155987859
4,4.0,0.08373866975307465,9.554197458783165e-05,2.5477713279542513e-05
5,5.0,0.08040141314268112,1.9244875147705898e-05,2.1928022761130705e-05
6,6.0,0.10102308541536331,6.039910658728331e-06,3.235805343138054e-05
7,7.0,0.08090460300445557,4.308459210733417e-06,2.8427761208149604e-05
8,8.0,0.08833435922861099,3.7150696243770653e-06,2.9127166271791793e-05
9,9.0,0.07465130090713501,4.4336986320558935e-05,0.0004396547737997025
10,10.0,0.06549730896949768,5.901198619540082e-06,2.3444221369572915e-05
11,11.0,0.06628210097551346,2.43595422944054e-06,2.475542169122491e-05
12,12.0,0.07378657907247543,2.756604772002902e-06,3.370602280483581e-05
13,13.0,0.08041856437921524,1.755167318151507e-06,2.1815738364239223e-05
14,14.0,0.07004552334547043,0.0001641038979869336,0.0024598033633083105
15,15.0,0.07035072892904282,1.1658300536510069e-05,2.38484499277547e-05
16,16.0,0.16938430070877075,9.561020988257951e-07,5.381397386372555e-06
17,17.0,0.1600010097026825,4.003742333225091e-07,6.304042926785769e-06
18,18.0,0.17016923427581787,3.264168810801493e-07,5.841336133016739e-06
19,19.0,0.15990331768989563,3.2359923807234736e-07,6.1551431826956104e-06
20,20.0,0.17165175080299377,3.163102348935354e-07,6.318915893643862e-06
21,21.0,0.16228324174880981,2.941719969840051e-07,6.155473329272354e-06
22,22.0,0.16645069420337677,2.8907336968586606e-07,6.354515335260658e-06
23,23.0,0.16134575009346008,2.775236396246328e-07,6.3714942371007055e-06
24,24.0,0.2090734839439392,2.440646937884594e-07,5.858882559550693e-06
25,25.0,0.2048131376504898,2.3540857796433556e-07,5.888747637072811e-06
26,26.0,0.20673400163650513,2.3193626930151368e-07,6.02999398324755e-06
27,27.0,0.29635289311408997,1.9662216743654426e-07,5.2734844757651445e-06
28,28.0,0.20043449103832245,2.1316554921213537e-07,5.985178631817689e-06
29,29.0,0.2037212997674942,2.0604325356998743e-07,5.968131972622359e-06
30,30.0,0.21074989438056946,2.034812069950931e-07,6.10187407801277e-06
31,31.0,0.20289479196071625,1.9271035966994532e-07,5.963250259810593e-06
32,32.0,0.11566706001758575,1.0013073961090413e-06,3.287480285507627e-05
33,33.0,0.10607968270778656,7.734371365586412e-07,2.529555422370322e-05
34,34.0,0.11466039717197418,9.357241310681275e-07,3.197690602974035e-05
35,35.0,0.10000881552696228,2.6241054001729935e-05,0.0009437421686016023
36,36.0,0.09675312042236328,1.526232836113195e-06,3.0229561161831953e-05
37,37.0,0.1044989824295044,8.335356938005134e-07,3.01481231872458e-05
38,38.0,0.11362331360578537,7.770776733195817e-07,2.948799192381557e-05
